,hash,date,files,deletions,insertions,lines,is_reverted,changes_in_30_days
1302,2f8f8f3ba19f32ec7304461c8faa66e4b60343b9,2023-09-22 06:23:22+00:00,5,2,50,52,0,1
1303,f1536aba185c73cf1032a4e0236de589607c3a3f,2023-09-22 09:51:28+00:00,14,135,299,434,1,6
1306,6d045d0249d7dd31f5d0ffe4047b7a404bff954a,2023-09-23 02:17:14+00:00,25,59,107,166,0,190
1311,03e6df438a4bc350eb56c41cdfcd3567c435f64f,2023-09-25 02:15:12+00:00,50,104,105,209,0,425
1312,b8b9c3de02382552f6d76d979cbf71a29d49da9f,2023-09-25 02:43:32+00:00,14,76,531,607,0,56
1313,b7b1b8601071a2bd8a98936af3bf32746c528906,2023-09-25 04:07:42+00:00,28,160,185,345,0,221
1314,dce949c754c9ffa952f0b0d16bbdbfafa6676feb,2023-09-25 04:12:11+00:00,3,25,80,105,0,0
1315,ec522a2101614cfeeff9399309e590cd1cd7ba98,2023-09-25 06:13:46+00:00,14,299,135,434,0,4
1316,d95f3f9f5a3092c1b1e095729a2dd0e66125077a,2023-09-25 06:21:52+00:00,3,1,12,13,0,16
1317,bd2424eca989096918c3f1f617a5cd672ad29f65,2023-09-25 06:22:10+00:00,1,4,4,8,0,1
1319,132ad5ec23ba56537b4c5b71d2e791e8bd2fc40d,2023-09-25 06:44:13+00:00,1,1,4,5,0,17
1320,8b097ba00d9ef206e34a7487ed7131ab91601a19,2023-09-25 07:23:52+00:00,2,0,15,15,0,1
1322,ec5c0034a33c1681d7965898f58fc623ba8c9176,2023-09-25 07:58:38+00:00,6,33,45,78,0,63
1323,b178e28278a05b62374ff41c895a2237751dc349,2023-09-25 08:27:45+00:00,1,7,0,7,0,1
1324,5a6e008c36d8d580954031db64419a72973586cd,2023-09-25 10:04:50+00:00,1,1,1,2,0,0
1325,8386e08bbfec70ec4efc4a85471519ec137c2c19,2023-09-25 10:18:08+00:00,2,1,7,8,0,3
1326,9ed8b5733d176f967b45a5831f24357202f90604,2023-09-25 11:53:22+00:00,9,35,60,95,0,3
1327,77faeef18dd8e0d98a4383afd8e3110d4e3eb901,2023-09-25 12:00:27+00:00,80,593,538,1131,0,442
1328,03351264b1c56c2b5e8cdbe6a0c4a5010c4488c5,2023-09-25 12:01:32+00:00,2,13,40,53,0,56
1329,1831356d9da79fc36086d599037d7036c9f35ca5,2023-09-26 02:55:29+00:00,121,138,216,354,0,634
1332,8662f0c63186f2feb8babc80a3276b8e19e78561,2023-09-26 03:02:25+00:00,1,1,1,2,0,0
1333,e97240780c940d88bd90f7d232e012fb022d4ed0,2023-09-26 03:11:27+00:00,1,1,2,3,0,0
1335,563d5c2fbdfabe0f0b56a8ada2396268986a7530,2023-09-26 09:30:51+00:00,4,7,45,52,0,0
1336,8531a5cf46fb78ced7f36029cc735b7c02264f66,2023-09-26 10:32:37+00:00,1,2,6,8,0,7
1340,99f5933179a1c8e8f3826a54806d820e339859b9,2023-09-27 06:20:04+00:00,2,10,7,17,0,27
1342,fd998fd6297ce42245890941d08e2e318047006e,2023-09-27 08:42:13+00:00,12,19,212,231,0,27
1343,a9a703dd79bcdd7abe353ed3c583972eda49f771,2023-09-27 10:03:52+00:00,4,13,4,17,0,34
1344,383271a19a91996f8e1a05d71644ae4011187528,2023-09-27 10:12:56+00:00,1,3,1,4,0,35
1345,007261f8bdfd6677f1f9b18dda8f52c7c3f1c876,2023-09-27 10:43:39+00:00,2,1,7,8,0,3
1346,8924001ac9d4dcdd8e1ba7a34d00619a47f5a7be,2023-09-27 10:53:11+00:00,1,0,1,1,0,2
1347,1577caa6f819797a7146adc7f4f023e81c6bae04,2023-09-28 02:48:49+00:00,2,0,8,8,0,0
1351,e2090ac6ade2710cc95aa8a964ae57a96f853df2,2023-09-28 03:29:13+00:00,122,692,4058,4750,0,204
1352,5b1c68cb6a9a6c4a3b38013808eac8728bed255a,2023-09-28 06:59:44+00:00,7,27,43,70,0,44
1353,5ad7fae16e8cab227ccb8124376054151d39a736,2023-09-28 10:18:09+00:00,1,9,9,18,0,22
1354,f8806f13542ae33cb7c675276071a77a13acf3a6,2023-09-28 11:59:01+00:00,2,1,7,8,0,3
1355,435a90ac2c25d59a944d7e825349f0c28b679326,2023-09-28 12:27:34+00:00,43,63,425,488,0,170
1356,ec8894cb56a897a81ac62c260682177ac7b72d03,2023-09-28 12:47:13+00:00,1,1,0,1,0,2
1361,7ec6bc71bcbe2263a1aceb14059aabe7f9cb3a8c,2023-09-29 00:02:58+00:00,1,1,1,2,0,1
1363,93254838ad3f8776e44b70d151ca29f8f92bf94b,2023-09-29 00:10:12+00:00,6,110,111,221,0,4
1364,457d1d3e8b52e63be44433150f29d35dcd64da88,2023-09-29 09:13:40+00:00,2,0,57,57,0,1
1365,1127087519baee02eb4b46738fbe10c7d6353e51,2023-09-29 12:38:07+00:00,63,63,4767,4830,0,396
1370,1816add95abe9de94b2588d2145d1d7f12bdb1ce,2023-10-02 01:45:55+00:00,2,15,11,26,0,10
1371,60785460fd5d3d093c713002218d86436348034c,2023-10-02 01:46:25+00:00,1,3,14,17,0,14
1372,b7c5d122cf1c573317019ae0935155799830c438,2023-10-02 02:02:13+00:00,4,12,12,24,0,0
1374,92f0da053b2ffb5f05a6520e3b52de8a29e1b294,2023-10-02 06:42:25+00:00,3,10,16,26,0,9
1377,cf1f8e89e2e111b21092379f87e4d15d568b6a2c,2023-10-03 02:09:38+00:00,16,35,35,70,0,16
1378,61e105b41bd27f4107b290b9b68ee166f4cb8eec,2023-10-03 03:39:45+00:00,1,12,15,27,0,7
1381,2f079ecd612bad0acf8eec9bafc524efbf9b1662,2023-10-04 00:25:42+00:00,16,10,429,439,0,10
1382,6f75d4210e74190c014265395775b2442c7580f6,2023-10-04 13:06:22+00:00,2,1,1,2,0,0
1383,c0706f381ab8ace751f3f4beaa7b0a83d39f6425,2023-10-04 13:06:29+00:00,3,8,12,20,0,2
1384,86cc091588a5c65ef7a562988be857784e14eae7,2023-10-04 14:02:36+00:00,2,3,12,15,0,22
1386,9871a186e8010650b2a2d1f88b76838876ff4f9d,2023-10-05 10:54:34+00:00,2,5,22,27,0,12
1387,d9d315923fa606c44d2ade740d6c6b42af0ea154,2023-10-05 12:45:15+00:00,171,3628,3536,7164,0,520
1388,298f2b157f4cc100299ad73feed0e8a3e968d293,2023-10-05 14:30:18+00:00,2,4,8,12,0,3
1391,54adf5e7ce97e7be1735d2f7b2b377196a88d116,2023-10-06 11:38:03+00:00,2,0,44,44,0,0
1398,7fe00ab87fb4cf3c540bbc8aa768a3f58da1bcef,2023-10-09 02:46:57+00:00,3,28,30,58,0,21
1399,5891d46a3094a5c2246580237ad17a55623a2e70,2023-10-09 02:48:39+00:00,1,9,5,14,0,6
1400,47f8866007955587c510e366debbda8a818772d6,2023-10-09 02:54:43+00:00,1,1,1,2,0,8
1401,9f0220610ba748743678f1f8fae577d329841277,2023-10-09 03:20:36+00:00,1,6,1,7,0,0
1404,75d0a1a50a929f4830bc26a1fdadf55c977867c3,2023-10-09 04:16:52+00:00,17,203,199,402,0,4
1405,110acb75e95ede2d7315d0c98a34f0c04cef03f9,2023-10-09 04:18:58+00:00,76,275,268,543,0,883
1406,5300d6144b6c1a179929bd1a73d72203cb329b86,2023-10-09 07:44:58+00:00,2,0,7,7,0,2
1408,4ead64f7b1775bd0371f74d18ac06560ddf0e59d,2023-10-09 08:59:39+00:00,2,8,2,10,0,1
1409,c65a2aea9baa9563eff581382e3e1cb4e051e7dd,2023-10-09 09:39:02+00:00,4,3,6,9,0,5
1410,1afb86d2296f18ec1c63e65a660295f608f1ce5c,2023-10-09 12:53:14+00:00,4,6,31,37,0,8
1411,24d68b23d208c22d4a2c3f2aaea04b5da27d8408,2023-10-09 13:04:45+00:00,2,8,2,10,0,0
1415,0481d443de79c62bfdc666dc1d43ffd80657db57,2023-10-10 02:00:52+00:00,65,259,253,512,0,373
1416,569b481d49909d16a2537f5a4e8cf572b21d59e3,2023-10-10 02:21:15+00:00,1,9,9,18,0,2
1418,070354b8a25c40126725aa1bf8fb6a210518fbb2,2023-10-10 02:32:08+00:00,5,20,49,69,0,24
1419,60e5042bc9ce4a086a4f64d731789c3770e2a3eb,2023-10-10 03:34:07+00:00,1,2,28,30,0,13
1420,4e38636d8d187a483c0d4393e03d0d6b2d5303dd,2023-10-10 07:54:45+00:00,11,34,37,71,0,63
1421,462559660d96be54ec87802dabfaf1991572b862,2023-10-10 09:36:40+00:00,1,1,1,2,0,3
1422,80bd19b2753f1e9138ba1762246d5c760cde3cab,2023-10-10 10:26:17+00:00,8,11,11,22,0,40
1423,ed3146c9344e0c51c8cf193a354b0ab9f3011a71,2023-10-11 02:02:27+00:00,21,77,114,191,0,22
1424,a00df5467664ac123ae7fa14678b285a3c756e8f,2023-10-11 02:43:33+00:00,3,5,41,46,0,25
1428,9b20ec8c0adbe01a340ade419a111f883992146e,2023-10-11 02:56:11+00:00,1,2,2,4,0,0
1429,bd94985b0144a4ad41d6226de998141bc1fb3d2b,2023-10-11 08:20:20+00:00,4,9,21,30,0,11
1430,6a1d6635b7e1af832527c0e88900a060e8152356,2023-10-11 08:20:34+00:00,11,16,15,31,0,92
1431,7854230ed1c1fcbff2cfb113ae7d1967bc671ba4,2023-10-11 08:34:18+00:00,6,17,32,49,0,66
1432,56c572418148eb27f71b288f5f955ed399a131a5,2023-10-11 08:58:20+00:00,1,1,1,2,0,0
1433,850be63ebe7ddb362f304108159375a4b2b33c1d,2023-10-12 02:45:08+00:00,12,333,135,468,0,85
1435,96e07ae1aec7bab12ab5f20efd04f03bea0bf2aa,2023-10-12 03:00:45+00:00,1,3,4,7,0,15
1437,f1c03d8a3a58c26839b28c3ea55949b5e9923433,2023-10-12 04:02:09+00:00,4,9,25,34,1,33
1438,7bc181ccb3caa42c2d90c07b74559bde4acd8959,2023-10-12 05:38:28+00:00,1,0,9,9,0,1
1439,140679114328c2207b20c98b51c4f853689ece43,2023-10-12 09:38:09+00:00,5,24,14,38,0,0
1440,9730294e40379bb2bc9da8765111521d389209bb,2023-10-12 14:56:50+00:00,5,7,13,20,0,11
1447,696c7e49d1d4bf8dd1378f76f156f907158237ab,2023-10-13 03:29:01+00:00,4,25,9,34,0,33
1448,afde265b04268efbf4ccc39a8195865aea35183b,2023-10-13 06:26:49+00:00,1,0,7,7,0,1
1449,0f2e7cb5da67bb09bcec8434961fedd6d7455201,2023-10-13 16:05:20+00:00,40,796,37,833,0,62
1454,8fbb85ae30c03066c8443f4ca02b766725504d20,2023-10-15 07:40:40+00:00,4,4,4,8,0,4
1458,70a787a25eb3e2863e1687aa197f405277154bbc,2023-10-16 03:44:09+00:00,6,53,61,114,0,0
1459,5e408a0dbbe75d6182fb68e21481c92b095fee89,2023-10-16 04:11:05+00:00,3,9,9,18,0,19
1460,2ceb8e9ff5217b947966b8d8f204090ae1d8c1f5,2023-10-16 04:11:25+00:00,7,613,85,698,0,0
1461,96acaa46827020dced8ea6d59d9f26b2d80c08e6,2023-10-16 04:11:41+00:00,16,4,656,660,0,17
1464,47f221cc2757b3d9d0101765e3685107bbca4a78,2023-10-16 04:23:40+00:00,2,2,2,4,0,12
1465,4bd39203fdcb30fc26ce14ea706abfe942f9ca2f,2023-10-16 06:37:28+00:00,1,12,20,32,0,6
1466,8ae637f4084cb293f1d700b81b80dc967cf6065f,2023-10-16 06:46:44+00:00,2,10,4,14,0,16
1467,f73f64f081dee45912ea97f99772fb4c7eb0fe93,2023-10-16 07:17:28+00:00,1,39,45,84,0,5
1470,8d250bece3209d253fb1ed2ea1f65989f69deb6f,2023-10-17 03:14:39+00:00,19,72,171,243,0,101
1471,4dd27c7a72f933063a4467b4f18ddcef6b27b9e1,2023-10-17 04:17:23+00:00,3,35,40,75,0,4
1481,84d406652d837dc48e8a1b403fea787d759bc1c4,2023-10-18 02:57:07+00:00,24,43,30,73,0,71
1483,b59c6a2ccaa73f55946c453cee3c92e3a9ede4d5,2023-10-18 04:36:44+00:00,18,95,117,212,0,61
1484,983ebe4180e83aa191fa228e50990a4e3e7cc032,2023-10-18 08:50:38+00:00,1,0,9,9,0,2
1490,9b5d93eb7f0b264a00447d231e376e5862edf410,2023-10-19 03:47:57+00:00,14,143,70,213,0,57
1491,38319759ae6e2b7ec35e72a1718fc4010f4a3ee6,2023-10-19 07:05:25+00:00,2,0,23,23,0,0
1492,ecc79fc67b2f7d925f616f6dae123a3feda8d34e,2023-10-19 07:05:39+00:00,2,0,28,28,0,0
1493,d65e402e0f9707ac947196b691e5f4e12f52df9a,2023-10-19 07:05:52+00:00,2,0,14,14,0,0
1494,5c92269974e2e583dcc01457d2ac1abde859937a,2023-10-20 02:51:52+00:00,4,3,7,10,0,1
1498,15520e566225e020d4307222e2de7153d3024848,2023-10-20 07:54:21+00:00,4,12,33,45,0,30
1500,1c4f53d8764fd1b16c87a30f0d55a578e14a8659,2023-10-20 09:37:12+00:00,1,0,7,7,0,1
1501,159e68dc225ffefb49751a045288f74b9341e6d0,2023-10-20 09:58:51+00:00,2,0,15,15,0,1
1502,dd55a433d38c9be03208ec5c6d7f586bea77d9ff,2023-10-20 14:37:50+00:00,2,1,7,8,0,2
1507,e4dd88db383b5722bd1ad558da73723b5d46c661,2023-10-23 07:20:19+00:00,2,0,15,15,0,1
1508,c236a3ee4633a330f93a75c79871efde24d014fe,2023-10-23 07:20:45+00:00,7,65,62,127,0,4
1511,3dcaa05b1741805f2b7c307ed58e11ff221699d7,2023-10-23 09:06:30+00:00,7,81,70,151,0,17
1512,500b9f325a1562745165e71d8ca639f8a55b1436,2023-10-23 09:06:59+00:00,3,35,8,43,0,14
1513,dd44ad9d6c2e1bb2459809523d6fead4e035afed,2023-10-23 09:07:30+00:00,2,15,23,38,0,67
1515,e2e4e3d90c058dd80551e5d20ad3666e0691f626,2023-10-23 09:31:03+00:00,1,1,1,2,0,3
1516,be64afc42fffa4e2577ef1e1327902c79bdc4ddc,2023-10-23 10:15:59+00:00,1,1,1,2,0,1
1519,4723ba7deb10c4b3fe3892bd18035e7b855fd962,2023-10-24 03:06:07+00:00,4,15,20,35,0,12
1522,d2db1d07b53a7550e1e2a05832d4d1682f0c9713,2023-10-24 10:01:06+00:00,3,5,10,15,0,15
1526,b4d0c2cad214955143355acb493dba957015eb45,2023-10-25 04:42:03+00:00,8,50,49,99,0,54
1529,26799d529e1c0273a44b03b638e97098f7a5880b,2023-10-25 08:52:47+00:00,15,24,24,48,0,15
1530,26c7862064267c5041d14af63a999bb6c001b00f,2023-10-25 09:15:42+00:00,9,79,92,171,0,21
1531,e5944e062ed3eb27de13e81f496451aba8bf5a4d,2023-10-25 09:57:15+00:00,3,15,17,32,0,12
1532,2a684051ff1b14b728abb27d97e1934db717f6f4,2023-10-25 13:31:45+00:00,11,1,227,228,0,21
1537,533f14d782dc8f687600da278d0ff884d93dcd54,2023-10-26 08:04:35+00:00,3,28,33,61,0,3
1538,58c8dfaf44129ddaa3e8434f9f42c3b50bd725ba,2023-10-26 08:39:43+00:00,15,165,268,433,0,21
1539,6d087cdfd6138f12da0dda138b51b99678367e32,2023-10-26 08:54:58+00:00,5,16,18,34,0,0
1542,4f498e909ba7a2b2018bad8d033c9ac0f78a5a7d,2023-10-26 10:09:28+00:00,2,5,5,10,0,0
1543,d4f590b6ab329bdc28a9014dab1d75e063140b8e,2023-10-26 14:07:21+00:00,16,254,152,406,0,29
1546,1d18f7fbe1fa8b9287be11056a423daedea140a6,2023-10-27 03:12:43+00:00,3,27,35,62,0,40
1547,0f8e92425b0b5a4f798b397d2bca21091760ece6,2023-10-27 07:02:52+00:00,2,1,6,7,0,0
1553,8f854d3e46366098747b217ec845513e63190865,2023-10-30 03:05:37+00:00,5,76,93,169,0,51
1558,cddf570569ae630a482448d06f0a1df367e4f8c1,2023-10-30 06:37:02+00:00,18,212,1688,1900,0,11
1559,05f9db676e56950c9a3e84a4770f04a258a73ca2,2023-10-30 11:07:22+00:00,89,63,4883,4946,0,357
1560,dc7e171db052e6fb68f0540cd9309d40c7a76434,2023-10-30 12:22:02+00:00,3,19,21,40,0,14
1564,cde87fcaf09751ce1c744ec3fd3f0da8862a0415,2023-10-31 07:19:43+00:00,1,3,3,6,0,8
1565,189b3625d3a4167ccc4343056bab5be6553b2bbf,2023-10-31 08:42:10+00:00,7,16,180,196,0,28
1569,47a901e2db9d3ce6117f08371c08f594ecf8cf8a,2023-11-01 04:39:58+00:00,4,4,7,11,0,5
1570,ff9a0964f13757e5a10a054f2d12a4d21910acfe,2023-11-01 09:35:53+00:00,2,4,4,8,0,1
1575,4731ab85ec6dd4db908761409c3d9f783f4c18ea,2023-11-02 06:42:58+00:00,12,118,187,305,0,124
1576,0c6014d72d09d8456a14b3979574943f194a1f3b,2023-11-02 06:55:43+00:00,6,80,98,178,0,54
1577,241cc7897927ea5890962b876870dc4cb02f52d9,2023-11-02 07:59:20+00:00,2,2,2,4,0,7
1578,22b8dc7db9d84f1d2a03efd43ba48ac79171529b,2023-11-02 08:55:09+00:00,1,5,5,10,0,1
1579,baee7e6305d6aad5e96aa72ba4b8604ca1876eaa,2023-11-03 03:07:48+00:00,13,109,127,236,0,47
1582,929159ed2172b01f62a4f2d1c23051cbb3287b7e,2023-11-03 03:11:05+00:00,2,4,0,4,0,0
1583,eed2b899df9f5dab1fa8be35b6bf5e05dc44e99f,2023-11-03 03:17:14+00:00,2,16,20,36,0,23
1584,64c6c2aa01c543e88acba9dcd019885890575922,2023-11-03 03:50:47+00:00,10,57,84,141,0,61
1590,b4a6e99fdecdbfd49034c39884a63967dadf0f6f,2023-11-03 08:14:06+00:00,1,3,3,6,0,46
1591,bbefa0e374f836399583ea4de478e02318c7bb86,2023-11-03 09:32:13+00:00,2,0,15,15,0,1
1592,f9229f0deafea4aa6bd072af78db47fd6486746f,2023-11-03 10:37:37+00:00,1,3,2,5,0,8
1602,49d24e6996561ab65f6f52969928cde72bc29bdf,2023-11-06 07:38:08+00:00,1,1,1,2,0,2
1603,4faf0bc4d9b803b245dedef3d44318cdca8293c0,2023-11-06 07:39:23+00:00,4,3,10,13,0,27
1605,1985ea7515af81c49b1e8783df35bdb1be0d0ebb,2023-11-06 09:04:44+00:00,1,1,1,2,0,1
1606,45b466019984fa6329939b841dc362906033996e,2023-11-06 09:32:03+00:00,4,74,82,156,0,21
1607,c8223f84656c2207d79b57fdb8c9a37e6cc960ff,2023-11-06 09:40:37+00:00,24,318,436,754,0,286
1608,b328ce24c66f965c85971dbd6210a8d80809c322,2023-11-06 09:59:43+00:00,1,13,0,13,0,1
1609,47757b84b281a5e1caac71ded0a250b580385671,2023-11-06 16:22:41+00:00,1,4,8,12,0,2
1614,b30a46f7f56babd1a2ff8265557ff614ae70908e,2023-11-07 04:31:30+00:00,1,1,0,1,0,46
1615,fa5d5334e450997c24ced6745f40556c1f3c0e01,2023-11-07 14:03:54+00:00,13,125,692,817,0,94
1618,e73d4ded32df6cef1db131f4dcc1dba4c87a6f55,2023-11-08 07:57:22+00:00,6,18,24,42,0,6
1620,dfa20d82864f2d5a5e5804e02c1d946af2613c0d,2023-11-08 09:21:00+00:00,22,810,276,1086,0,0
1627,75b00c53c7cbd7b0a54179739e6498f2a357b920,2023-11-08 09:27:34+00:00,4,7,16,23,0,59
1628,5a6bc06aaf3d1d8ecf6a6e67b8a6f3a0f9edfc23,2023-11-08 10:14:01+00:00,1,8,8,16,0,0
1630,fbc850bb3d54b1b5967f283ad1c75ce1991c55eb,2023-11-09 00:37:43+00:00,2,4,6,10,0,0
1637,9dd8b9b71e4edc3a38b837fb101e930985fd2d59,2023-11-09 06:57:09+00:00,1,5,0,5,0,0
1641,cb5a0a9e17775e00f18292eea49ffcce87119ef2,2023-11-10 01:15:56+00:00,5,3,62,65,0,20
1642,98b54b84b5705151c5a6c440263e761823b0bb72,2023-11-10 02:53:33+00:00,3,11,19,30,0,3
1643,f470d6297da39a36a7ad7771c62d25bd23f6e7a8,2023-11-10 03:17:43+00:00,2,3,3,6,0,3
1644,8e99546fb4d48166ffc62191e01ce5072fe31bd2,2023-11-10 03:47:36+00:00,1,4,8,12,0,4
1647,f71904c2624cc68cf6a9249442e5fdbf2847012f,2023-11-10 08:29:17+00:00,23,78,101,179,0,168
1649,4e992a1325da53b8c0bcc17f7f12857da3aa2a67,2023-11-10 08:33:52+00:00,13,102,140,242,0,53
1652,99a7b168ae3f032cdcae8c0bc17b34c7c67b1abf,2023-11-11 00:00:37+00:00,1,2,2,4,0,0
1653,cb5cb66494f0231e7ee9b0704434e856eeb918b8,2023-11-11 04:44:54+00:00,1,10,12,22,0,5
1654,b22c68c5f06a622ae43f5fc8bbb7e5b6fe02d524,2023-11-13 07:02:47+00:00,27,11657,9999,21656,0,2
1655,3e855b31bd7cc2c73c898d4b8c86175154ec0a8f,2023-11-13 07:26:18+00:00,7,75,131,206,0,56
1656,965654bc42937941528bdffa1526b2f839dfc8dc,2023-11-13 07:40:23+00:00,1,2,2,4,0,5
1657,db049bc0738dd5c70bdc5634087c71cd6947ace3,2023-11-13 07:41:02+00:00,1,4,6,10,0,7
1661,19eff8951748a85f9de8c2f36f08951e9d225329,2023-11-13 23:29:56+00:00,87,222,337,559,0,403
1665,3c56d08317673e6576daf33e612ed7325ed1b7ac,2023-11-14 02:44:46+00:00,1,0,1,1,0,4
1667,52a0212d1e0eb670ff7062e2f3565a0bee0bcb4d,2023-11-14 03:54:13+00:00,1,9,9,18,0,2
1669,757c6d45e91954f5bb4c0e2143777385f252c4ff,2023-11-14 07:50:41+00:00,3,3,3,6,0,0
1672,dbcee4ce33ad657e721e789d3f685b6e1aed4bd5,2023-11-15 06:54:49+00:00,2,3,8,11,0,11
1673,54da61147e9291f1afdc73cc3259bd43f07bc3a8,2023-11-15 08:48:59+00:00,2,0,14,14,0,2
1674,64a5b947111335a849bbbd06cab214142e1413f2,2023-11-15 10:32:47+00:00,103,119,4503,4622,0,153
1675,bc3fa0dd4a0780f8dbd6b6fc01e942a52718ff32,2023-11-15 14:48:22+00:00,5,1,27,28,0,6
1676,4038b921675d1761e8caac9e1b39d4ba68c50143,2023-11-15 15:42:29+00:00,4,7,19,26,0,9
1677,a52543a4da9e9d0a37f0535bc4b4b3a80e746241,2023-11-16 02:27:35+00:00,1,0,1,1,0,4
1680,77d7ce224beb179eb30c06912414b1338875d1b3,2023-11-16 04:03:36+00:00,5,8,7,15,0,13
1681,393905e8df17a28f0545e5e3180bb398d757507c,2023-11-16 06:47:06+00:00,1,1,0,1,0,3
1682,2334ddff9f848b85cdca3aaf74b44dc9b9b0bdb6,2023-11-16 06:47:16+00:00,3,13,25,38,0,13
1684,b1db0cc1e9225bb70961953e97c24386eef88f81,2023-11-16 11:00:37+00:00,167,1148,5588,6736,0,683
1685,5d8abad1ac7b64908f21495a44cb5a34626150cb,2023-11-16 18:46:00+00:00,2,37,44,81,0,9
1689,46cacede58ba9faf561ab70107c98d819cedfc35,2023-11-17 10:32:27+00:00,18,45,264,309,0,75
1690,02332a804c2aea03cae324cc0e0216fb04d4dc13,2023-11-17 12:48:25+00:00,2,11,20,31,0,20
1695,3bda77beeb8c2484d9fca646df1178e5c937fea3,2023-11-20 02:56:59+00:00,3,25,32,57,0,11
1696,63bb02a0421a204ebe32693a71293598eebffacf,2023-11-20 03:29:36+00:00,15,84,135,219,0,95
1697,ac6ef44db880b1689a0669d82719d58996da3ca1,2023-11-20 03:42:42+00:00,1,0,1,1,0,0
1700,25bd3a6bae2811ca8a8b4319de64b3076773205f,2023-11-20 06:57:11+00:00,26,67,454,521,0,80
1703,ffedd70e97a07cf8f03bc76e669fb3637262cf7b,2023-11-21 09:21:03+00:00,1,4,1,5,0,4
1704,fd7a96a36e9b8d961addda39abee9fd62d638536,2023-11-22 01:22:52+00:00,7,6,205,211,0,4
1706,7bb6be07731d5a4639acd0e9dec6df5e1a87bbc5,2023-11-22 01:38:01+00:00,1,5,4,9,0,2
1709,e1413ef27ac7884070ecf8a6fd0ceb2fb704f882,2023-11-22 06:36:24+00:00,1,1,11,12,0,0
1710,59a26665995329251ddad837c0c4cf5e9ecdd0d6,2023-11-22 12:05:34+00:00,209,496,9583,10079,0,696
1711,ebb4f7b1ee69d83fd3bfeee5b6bd7f9084d3f9d7,2023-11-22 12:43:01+00:00,2,13,16,29,0,17
1712,74cc397d320ef07c572b4c81b7fe1a05c24feb56,2023-11-22 13:31:53+00:00,7,184,38,222,0,18
1713,adad7799f0f26fd117394a14b034a26930e92cb8,2023-11-22 14:18:33+00:00,7,40,86,126,0,7
1715,6e64063aaf3a4d3bf3aeb5fcc4c486569b6c474e,2023-11-22 15:03:01+00:00,4,35,19,54,0,10
1720,6cb13a807965e0be3ffbf015ad6d4494d0937cee,2023-11-23 03:03:39+00:00,1,1,1,2,0,2
1722,6316573298a9ed8e0cf8e5b340d0344150e253df,2023-11-23 07:09:08+00:00,1,4,11,15,0,2
1723,7248f90351b1517196e551cf4702d1ac59823d27,2023-11-23 08:45:55+00:00,1,3,8,11,0,6
1724,f627d6ece9bb7a4a10047fd7a8bed8ea108b72e1,2023-11-23 10:48:05+00:00,1,1,1,2,0,0
1731,2be330fd188434765f762a398fc1e9e0c90e73bb,2023-11-24 03:48:40+00:00,3,13,25,38,0,3
1733,7916ba5fd5f70a95f7985e0dbc95da8eaa38a1dc,2023-11-24 07:20:56+00:00,3,12,12,24,0,4
1737,eb2333554016211fd6debf8fc185556414715c37,2023-11-27 06:50:37+00:00,2,9,10,19,0,51
1738,cd5c4d0ce40bd7ab9c6a74885ad94fee1fbd4e12,2023-11-27 07:08:47+00:00,16,437,122,559,0,35
1740,9628212e8097a4d930987c31fea97bfcf2b7891d,2023-11-27 08:28:26+00:00,1,19,28,47,0,19
1741,a016ea8ee0827e17e5cd6e2dcb03e09bf9c05cd3,2023-11-27 11:18:13+00:00,3,4,18,22,0,2
1742,42e4f4a7d77d9a4180f633c476e1e2dc2ae2527a,2023-11-27 11:35:07+00:00,1,71,90,161,0,0
1748,0832f28d87e649b52b32cfe874f2d28e010356f4,2023-11-28 03:31:50+00:00,1,2,2,4,0,0
1749,2bb70e602c090a781c90da3b9436f6eab09a96b8,2023-11-28 09:46:45+00:00,3,0,24,24,0,0
1750,3ca5f4252f15f2f1adec4c3c3a08b87be67a2442,2023-11-28 13:59:09+00:00,1,0,28,28,0,0
1755,deb779d0f491023e7ec322d2e0befdceec4363af,2023-11-29 02:55:31+00:00,1,1,1,2,0,13
1756,856b15d72c2610cae537ea384a382179baa57904,2023-11-29 04:20:42+00:00,2,0,66,66,0,0
1758,789c8c59bf90de619220eaef07e2ae28c5419054,2023-11-29 07:39:50+00:00,1,1,1,2,0,12
1759,95c5fb6cd545c52ea0acc37c2f38cbe9b280ebe8,2023-11-29 08:51:50+00:00,4,2,11,13,0,23
1760,761e8523e482c6a3fe4872001d597bb0e5d6bb4f,2023-11-29 10:24:38+00:00,5,47,74,121,0,36
1761,6e2a66674dbae9c5f9aa2c175572c278245b021e,2023-11-29 10:53:45+00:00,1,3,3,6,0,1
1762,d49876b0e8f86b89c665fdf2414881659a441d40,2023-11-29 13:26:14+00:00,1,6,15,21,0,1
1765,c80c7604f2b8cb9bfd97279a67a4608113ba0293,2023-11-30 04:07:03+00:00,2,12,19,31,0,34
1767,cc75d613d0398a26725b7cb41b3584b04ab39ae7,2023-11-30 06:19:37+00:00,1,5,12,17,0,2
1768,8c57b47a99d18ff0ef75b0b8623846a12db97ac3,2023-11-30 06:20:50+00:00,1,3,2,5,0,1
1772,e84e967d26c00f065d116c9679049b6300f0d53d,2023-12-01 03:38:21+00:00,48,508,1140,1648,0,153
1775,b51e6cbfa9ce18f7d23bbc6a0f1e65299e0dea44,2023-12-01 08:33:25+00:00,1,0,1,1,0,0
