programming_language,repo_name,commit_id,tool,hash,date,files,deletions,insertions,lines
TypeScript,pancakeswap/pancake-frontend,061648deaf31a555a29c49be54ccd6610f99f3fb,copilot,061648deaf31a555a29c49be54ccd6610f99f3fb,2023-08-08 20:55:06+08:00,1,0,28,28
TypeScript,pancakeswap/pancake-frontend,0dbff28b2d0afb928c3b0ac5ad4fccc9e19a4c33,copilot-pr,0dbff28b2d0afb928c3b0ac5ad4fccc9e19a4c33,2023-08-08 14:19:14+08:00,10,245,191,436
TypeScript,pancakeswap/pancake-frontend,afcb6a30d6f12a3154a7883fc2d93061132c1933,copilot,afcb6a30d6f12a3154a7883fc2d93061132c1933,2023-08-08 13:32:54+08:00,10,191,245,436
TypeScript,pancakeswap/pancake-frontend,64d7cd0801bae7a0876744cd33d841dcdf6dd9f1,copilot-pr,64d7cd0801bae7a0876744cd33d841dcdf6dd9f1,2023-08-04 17:41:41+08:00,1,0,2,2
TypeScript,pancakeswap/pancake-frontend,25d3cee77255c4273ee5d9d905c739ee36ed2429,copilot-pr,25d3cee77255c4273ee5d9d905c739ee36ed2429,2023-08-04 15:29:19+08:00,1,3,3,6
TypeScript,pancakeswap/pancake-frontend,6217cc37c3f945ad6bc867aa2c1cf9d0b8701cbb,copilot-pr,6217cc37c3f945ad6bc867aa2c1cf9d0b8701cbb,2023-08-04 14:54:54+08:00,2,0,15,15
TypeScript,pancakeswap/pancake-frontend,64f680cfd7e318842c4c3c367d85c6ba7a42c525,copilot,64f680cfd7e318842c4c3c367d85c6ba7a42c525,2023-08-04 14:54:25+08:00,2,25,28,53
TypeScript,pancakeswap/pancake-frontend,f85c34033eda58cc0b9b6723998a1999e060bc5c,copilot,f85c34033eda58cc0b9b6723998a1999e060bc5c,2023-08-03 23:51:41+08:00,7,3,78,81
TypeScript,pancakeswap/pancake-frontend,cd1cbd434d15258eabd76f5e00b5059d5f6281f3,copilot-pr,cd1cbd434d15258eabd76f5e00b5059d5f6281f3,2023-08-03 10:27:05+08:00,1,0,2,2
TypeScript,pancakeswap/pancake-frontend,4b28f18d43e1c9fcf82b6b2b053e75e7c01be095,copilot-pr,4b28f18d43e1c9fcf82b6b2b053e75e7c01be095,2023-08-02 15:31:46+08:00,17,3,75,78
TypeScript,pancakeswap/pancake-frontend,6702ee0c4c46df5d84a574c0af035f1caec9ec8d,copilot,6702ee0c4c46df5d84a574c0af035f1caec9ec8d,2023-08-02 10:44:22+08:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,5cb43ff179c54d6441eb71ae1d3b5733f1c5691d,copilot-pr,5cb43ff179c54d6441eb71ae1d3b5733f1c5691d,2023-08-02 04:54:31+03:00,1,4,4,8
TypeScript,pancakeswap/pancake-frontend,c28a6b0294f665b1fb56d49e4bff1f32decb9749,copilot-pr,c28a6b0294f665b1fb56d49e4bff1f32decb9749,2023-08-02 01:46:06+08:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,b0aa515b5b5ab170ecc6dee87dc9008cf9c86916,copilot,b0aa515b5b5ab170ecc6dee87dc9008cf9c86916,2023-08-02 01:45:47+08:00,19,107,187,294
TypeScript,pancakeswap/pancake-frontend,420c729988cd973b90d621bca398c67aec024faa,copilot-pr,420c729988cd973b90d621bca398c67aec024faa,2023-08-01 22:42:25+08:00,3,0,24,24
TypeScript,pancakeswap/pancake-frontend,6ebe500133bca7df7e13731e1035ba7254e3c0a3,copilot-pr,6ebe500133bca7df7e13731e1035ba7254e3c0a3,2023-08-01 22:35:54+08:00,1,0,1,1
TypeScript,pancakeswap/pancake-frontend,e3a26b7e126af32d004cad7b0e0108917d214005,copilot-pr,e3a26b7e126af32d004cad7b0e0108917d214005,2023-08-01 22:11:49+08:00,3,1,21,22
TypeScript,pancakeswap/pancake-frontend,831d968967e086a5b2681d320e6f7287b31d3be6,copilot,831d968967e086a5b2681d320e6f7287b31d3be6,2023-08-01 21:59:40+08:00,2,145,145,290
TypeScript,pancakeswap/pancake-frontend,86ff60c3fbee83554bc5395a21b2397169420d81,copilot,86ff60c3fbee83554bc5395a21b2397169420d81,2023-08-01 11:00:20+08:00,1,3,3,6
TypeScript,pancakeswap/pancake-frontend,8fcbea4c6993f54e53bec4b78c4c15cb5539e192,copilot-pr,8fcbea4c6993f54e53bec4b78c4c15cb5539e192,2023-08-01 05:03:38+03:00,4,12,19,31
TypeScript,pancakeswap/pancake-frontend,1f068e9a3283f626f92d2624d7985a9ec274bf89,copilot-pr,1f068e9a3283f626f92d2624d7985a9ec274bf89,2023-07-31 20:38:32+08:00,32,184,1804,1988
TypeScript,pancakeswap/pancake-frontend,abddf2021abe19be8b4b7e5b8636f1f547a4da86,copilot-pr,abddf2021abe19be8b4b7e5b8636f1f547a4da86,2023-07-31 18:45:23+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,491a9d5810d2e4e7ec8870831a749ab8a40fb342,copilot-pr,491a9d5810d2e4e7ec8870831a749ab8a40fb342,2023-07-31 16:59:01+08:00,1,0,12,12
TypeScript,pancakeswap/pancake-frontend,fed03991c7021041e0d9c0488433dbe857fe1bb3,copilot-pr,fed03991c7021041e0d9c0488433dbe857fe1bb3,2023-07-31 15:58:17+08:00,3,0,24,24
TypeScript,pancakeswap/pancake-frontend,4a59f88cda415f6a69edb2f5dfa0824b8657b201,copilot,4a59f88cda415f6a69edb2f5dfa0824b8657b201,2023-07-31 10:25:12+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,0ef2024201d502cb4c4b0927d570c315edd3d04e,copilot-pr,0ef2024201d502cb4c4b0927d570c315edd3d04e,2023-07-30 01:16:12+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,34675d47b2a08ae9186e8e363a31aad06aed2f86,copilot-pr,34675d47b2a08ae9186e8e363a31aad06aed2f86,2023-07-29 12:05:48+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,70e3f4440dc380282b0985b8e171e731c384f8e7,copilot-pr,70e3f4440dc380282b0985b8e171e731c384f8e7,2023-07-29 11:58:37+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,e6514c82e095268422e3bc22e1c8520caa1c93f2,copilot-pr,e6514c82e095268422e3bc22e1c8520caa1c93f2,2023-07-28 19:10:41+08:00,8,7,24,31
TypeScript,pancakeswap/pancake-frontend,fe79f2edf1ca494213ac327ebb62c98c04ca1958,copilot-pr,fe79f2edf1ca494213ac327ebb62c98c04ca1958,2023-07-28 16:02:10+08:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,82134f0fad367f32a3d8b526644f24803128095d,copilot-pr,82134f0fad367f32a3d8b526644f24803128095d,2023-07-28 10:20:41+03:00,6,18,18,36
TypeScript,pancakeswap/pancake-frontend,6aafd106dcd009a6036d3ccc98910f1c0dbe3c81,copilot-pr,6aafd106dcd009a6036d3ccc98910f1c0dbe3c81,2023-07-28 15:16:29+08:00,6,25,66,91
TypeScript,pancakeswap/pancake-frontend,1e344de685a2e030260894e9d0a024f5f29cc149,copilot-pr,1e344de685a2e030260894e9d0a024f5f29cc149,2023-07-28 15:04:53+08:00,7,38,120,158
TypeScript,pancakeswap/pancake-frontend,fdd399347e9bf948265f232b88b85fe49bc680ef,copilot-pr,fdd399347e9bf948265f232b88b85fe49bc680ef,2023-07-28 15:03:51+08:00,2,4,14,18
TypeScript,pancakeswap/pancake-frontend,c2acf32706d51ae0051f3dd15f1692c39421f1c8,copilot-pr,c2acf32706d51ae0051f3dd15f1692c39421f1c8,2023-07-27 22:02:06+08:00,2,3,3,6
TypeScript,pancakeswap/pancake-frontend,1c18099e5f7fd96b24bd292fca1bb246248bed03,copilot-pr,1c18099e5f7fd96b24bd292fca1bb246248bed03,2023-07-27 21:05:32+08:00,2,5,10,15
TypeScript,pancakeswap/pancake-frontend,51e0d1026e0d6c1499d7743283bee5c8121d7e37,copilot-pr,51e0d1026e0d6c1499d7743283bee5c8121d7e37,2023-07-27 20:56:36+08:00,8,1,156,157
TypeScript,pancakeswap/pancake-frontend,77fc3406a04363d1fb9c8ee352134407ab76dd40,copilot-pr,77fc3406a04363d1fb9c8ee352134407ab76dd40,2023-07-27 19:30:48+08:00,14,30,35,65
TypeScript,pancakeswap/pancake-frontend,81a0c73d7dda74e1b061c534f1024ce37dc6c3a4,copilot-pr,81a0c73d7dda74e1b061c534f1024ce37dc6c3a4,2023-07-27 12:44:18+03:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,46a40b866c84229a46b618a0a6ad21010a8897e3,copilot-pr,46a40b866c84229a46b618a0a6ad21010a8897e3,2023-07-27 12:43:47+03:00,6,16,49,65
TypeScript,pancakeswap/pancake-frontend,6357c7da874177bdd54fc18b66deadbdcaafc8bf,copilot-pr,6357c7da874177bdd54fc18b66deadbdcaafc8bf,2023-07-27 05:38:52+03:00,23,97,124,221
TypeScript,pancakeswap/pancake-frontend,0980599b12435d8f6827e0e2be1198afd0dca1d5,copilot-pr,0980599b12435d8f6827e0e2be1198afd0dca1d5,2023-07-26 22:35:33+08:00,1,2,19,21
TypeScript,pancakeswap/pancake-frontend,23fc46f4afc84164d934df77c440181a10c1ffda,copilot-pr,23fc46f4afc84164d934df77c440181a10c1ffda,2023-07-26 18:05:07+08:00,1,9,2,11
TypeScript,pancakeswap/pancake-frontend,fb4e38ab1855c49fc3238dcd51af1c0d8d06afda,copilot-pr,fb4e38ab1855c49fc3238dcd51af1c0d8d06afda,2023-07-26 17:34:42+08:00,2,11,21,32
TypeScript,pancakeswap/pancake-frontend,e0668f69bfad42f9a7142ae40882913093cbe405,copilot-pr,e0668f69bfad42f9a7142ae40882913093cbe405,2023-07-26 16:58:18+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,4a572466dfe373cbdb25f8f8a14321bd57a82070,copilot-pr,4a572466dfe373cbdb25f8f8a14321bd57a82070,2023-07-26 16:55:45+08:00,2,0,16,16
TypeScript,pancakeswap/pancake-frontend,1b085efafdb55e5777d778a0d530e47b1ca55a9c,copilot-pr,1b085efafdb55e5777d778a0d530e47b1ca55a9c,2023-07-26 15:48:56+08:00,26,26,168,194
TypeScript,pancakeswap/pancake-frontend,a74e0e8f710e371e6bc0b56f356eddd15858b0f2,copilot-pr,a74e0e8f710e371e6bc0b56f356eddd15858b0f2,2023-07-25 16:45:49+08:00,1,0,8,8
TypeScript,pancakeswap/pancake-frontend,b7111db1b8c02b9b0c92b34afec4280319d066e2,copilot-pr,b7111db1b8c02b9b0c92b34afec4280319d066e2,2023-07-25 14:00:14+08:00,2,0,15,15
TypeScript,pancakeswap/pancake-frontend,5edc1ffb040d0870541911d6e3ef3f2912d6ffa6,copilot,5edc1ffb040d0870541911d6e3ef3f2912d6ffa6,2023-07-25 12:18:21+08:00,4,0,20,20
TypeScript,pancakeswap/pancake-frontend,500adb4f898bd006d3312f5723b2bbadd1fa9575,copilot-pr,500adb4f898bd006d3312f5723b2bbadd1fa9575,2023-07-25 11:58:29+08:00,1,0,5,5
TypeScript,pancakeswap/pancake-frontend,c9a3e46252eb16e1cd809e64376266116e08c6a5,copilot-pr,c9a3e46252eb16e1cd809e64376266116e08c6a5,2023-07-25 06:32:14+03:00,4,12,12,24
TypeScript,pancakeswap/pancake-frontend,8217b73c30dec05d711923afbd21d3d25f60719c,copilot-pr,8217b73c30dec05d711923afbd21d3d25f60719c,2023-07-25 11:31:37+08:00,3,23,59,82
TypeScript,pancakeswap/pancake-frontend,ad4e99d1bee144d71686dc9cac3622aa6377f900,copilot-pr,ad4e99d1bee144d71686dc9cac3622aa6377f900,2023-07-24 17:13:44+08:00,3,10,119,129
TypeScript,pancakeswap/pancake-frontend,35a876177fdd5e370b7b9f5facf792e2067c3c9f,copilot-pr,35a876177fdd5e370b7b9f5facf792e2067c3c9f,2023-07-24 13:00:13+08:00,1,1,2,3
TypeScript,pancakeswap/pancake-frontend,44daefaa2ef2134633bf6929a01c54ea5fe1e110,copilot,44daefaa2ef2134633bf6929a01c54ea5fe1e110,2023-07-24 12:59:57+08:00,1,0,42,42
TypeScript,pancakeswap/pancake-frontend,96038b84a7b13a0d915322ec3296af281ea75633,copilot-pr,96038b84a7b13a0d915322ec3296af281ea75633,2023-07-24 05:54:18+02:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,96a1ff37ed634da037c6c95dcc5bca1554f84989,copilot,96a1ff37ed634da037c6c95dcc5bca1554f84989,2023-07-24 11:15:59+08:00,5,0,68,68
TypeScript,pancakeswap/pancake-frontend,ef8b5effcdea8856976144d5ca8e0f43c3b784b6,copilot,ef8b5effcdea8856976144d5ca8e0f43c3b784b6,2023-07-21 11:48:14+08:00,3,4,8,12
TypeScript,pancakeswap/pancake-frontend,14b229a33ff3483164c3e3072e3b8afec74627cf,copilot,14b229a33ff3483164c3e3072e3b8afec74627cf,2023-07-21 07:49:08+08:00,4,15,29,44
TypeScript,pancakeswap/pancake-frontend,4db20d7495974460e45ed0d831c1de7bd564d7d2,copilot-pr,4db20d7495974460e45ed0d831c1de7bd564d7d2,2023-07-20 17:11:56+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,e37aa76e6dddddcb0ff3a89b5e9ef0529709a276,copilot-pr,e37aa76e6dddddcb0ff3a89b5e9ef0529709a276,2023-07-19 16:15:39+08:00,3,0,33,33
TypeScript,pancakeswap/pancake-frontend,31969397d312ec025f026e69da099e6040fb01bd,copilot,31969397d312ec025f026e69da099e6040fb01bd,2023-07-19 15:25:38+08:00,14,1947,243,2190
TypeScript,pancakeswap/pancake-frontend,9ee13e5e34a58085f950dc06e2eefc45fa198a20,copilot-pr,9ee13e5e34a58085f950dc06e2eefc45fa198a20,2023-07-19 15:19:47+08:00,2,0,15,15
TypeScript,pancakeswap/pancake-frontend,ca9a05bc62517e4f1d5bd3984b057c8571bc2d3c,copilot-pr,ca9a05bc62517e4f1d5bd3984b057c8571bc2d3c,2023-07-18 10:42:58+08:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,87dfc51cdbd9063aec3174714e07c3370d28343c,copilot-pr,87dfc51cdbd9063aec3174714e07c3370d28343c,2023-07-15 12:31:01+07:00,3,0,12,12
TypeScript,pancakeswap/pancake-frontend,a96c2acba43a6d8732c2ab5f1a42cb64c3089e19,copilot-pr,a96c2acba43a6d8732c2ab5f1a42cb64c3089e19,2023-07-14 18:32:01+08:00,1,1,2,3
TypeScript,pancakeswap/pancake-frontend,4d3dd5fa7d016ea9446386007c51946a7ffb00d0,copilot-pr,4d3dd5fa7d016ea9446386007c51946a7ffb00d0,2023-07-14 11:14:33+02:00,2,2,6,8
TypeScript,pancakeswap/pancake-frontend,2c681b7608d763d72ee3ba8444edde66f25bdb9a,copilot-pr,2c681b7608d763d72ee3ba8444edde66f25bdb9a,2023-07-14 10:22:50+02:00,38,157,200,357
TypeScript,pancakeswap/pancake-frontend,48c39e213bb85bf4ead63690731641d348187f46,copilot-pr,48c39e213bb85bf4ead63690731641d348187f46,2023-07-13 08:54:27+02:00,1,8,6,14
TypeScript,pancakeswap/pancake-frontend,2c658d271c6f1723e92bdc8e8e1434e79406388a,copilot-pr,2c658d271c6f1723e92bdc8e8e1434e79406388a,2023-07-13 13:51:18+08:00,2,1,3,4
TypeScript,pancakeswap/pancake-frontend,b6440ab1acccb15c967894c0c44428b09a63bead,copilot-pr,b6440ab1acccb15c967894c0c44428b09a63bead,2023-07-13 13:50:53+08:00,1,0,1,1
TypeScript,pancakeswap/pancake-frontend,31b65f684a5dc670f1c2bbc554098cf8aa7ab167,copilot,31b65f684a5dc670f1c2bbc554098cf8aa7ab167,2023-07-13 12:43:51+08:00,4,5,7,12
TypeScript,pancakeswap/pancake-frontend,d8cd4cb895c6bf928471d9ba3096a09c76196983,copilot,d8cd4cb895c6bf928471d9ba3096a09c76196983,2023-07-12 19:20:12+08:00,1,0,1,1
TypeScript,pancakeswap/pancake-frontend,5f394ea447c7f9990f19b471e70b7ecb63b51262,copilot-pr,5f394ea447c7f9990f19b471e70b7ecb63b51262,2023-07-12 08:34:48+02:00,1,5,7,12
TypeScript,pancakeswap/pancake-frontend,f8c369fc9d2eff2bd8338b7a7fc7125cb5a2f4f2,copilot-pr,f8c369fc9d2eff2bd8338b7a7fc7125cb5a2f4f2,2023-07-12 10:31:32+08:00,35,105,239,344
TypeScript,pancakeswap/pancake-frontend,8048a08759e8df05673ce1767598ae79eb2d9657,copilot-pr,8048a08759e8df05673ce1767598ae79eb2d9657,2023-07-12 04:28:08+02:00,4,7,45,52
TypeScript,pancakeswap/pancake-frontend,91b8fd4203cf887370bdb4266e44cbfd9fe31433,copilot-pr,91b8fd4203cf887370bdb4266e44cbfd9fe31433,2023-07-12 03:20:23+08:00,2,2,7,9
TypeScript,pancakeswap/pancake-frontend,326f96c29855d963e97742056988128cbc935703,copilot-pr,326f96c29855d963e97742056988128cbc935703,2023-07-11 11:41:34+08:00,1,2,7,9
TypeScript,pancakeswap/pancake-frontend,e8276fad6ca3b5aa711bc66afef0d0b239895c50,copilot-pr,e8276fad6ca3b5aa711bc66afef0d0b239895c50,2023-07-10 23:13:41+02:00,5,5,5,10
TypeScript,pancakeswap/pancake-frontend,5f48c8be55d6aacd88e76e8ae1a0169ae78e51a9,copilot-pr,5f48c8be55d6aacd88e76e8ae1a0169ae78e51a9,2023-07-10 23:12:37+02:00,4,18,30,48
TypeScript,pancakeswap/pancake-frontend,df917ea7a43ffad5a72ab5ad23866b0e03ae5ad9,copilot-pr,df917ea7a43ffad5a72ab5ad23866b0e03ae5ad9,2023-07-10 18:48:07+08:00,1,11,15,26
TypeScript,pancakeswap/pancake-frontend,df16393debbe26659f34bfe04a30288a0254d89b,copilot-pr,df16393debbe26659f34bfe04a30288a0254d89b,2023-07-10 18:11:50+08:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,5f591b158e7b3063f08dbf311efb9789743e1837,copilot-pr,5f591b158e7b3063f08dbf311efb9789743e1837,2023-07-10 17:03:09+08:00,10,35,61,96
TypeScript,pancakeswap/pancake-frontend,299cd2b96b8042188f88d5e619ea7e422de25726,copilot-pr,299cd2b96b8042188f88d5e619ea7e422de25726,2023-07-10 17:31:00+09:00,3,4,8,12
TypeScript,pancakeswap/pancake-frontend,09e7ead7722c704e6dcf95be534d997fdb7ea2c7,copilot-pr,09e7ead7722c704e6dcf95be534d997fdb7ea2c7,2023-07-10 15:08:11+08:00,16,113,366,479
TypeScript,pancakeswap/pancake-frontend,05346550be09fa32bf15cab3452dd13697159405,copilot,05346550be09fa32bf15cab3452dd13697159405,2023-07-10 13:32:54+08:00,1,0,7,7
TypeScript,pancakeswap/pancake-frontend,40685f7c5270d9951c82a04148162989dbd9cd79,copilot,40685f7c5270d9951c82a04148162989dbd9cd79,2023-07-10 13:31:21+08:00,1,17,18,35
TypeScript,pancakeswap/pancake-frontend,d857e899eb0b67d0762806ecf6a66cfe190f5a26,copilot-pr,d857e899eb0b67d0762806ecf6a66cfe190f5a26,2023-07-10 05:20:49+02:00,10,25,19,44
TypeScript,pancakeswap/pancake-frontend,e8dd05243a20b9329cdb3b802dad75f680ca3d29,copilot-pr,e8dd05243a20b9329cdb3b802dad75f680ca3d29,2023-07-10 04:15:01+01:00,58,1580,531,2111
TypeScript,pancakeswap/pancake-frontend,94963a6be9bcfaef5b5b3a4bf713a3284aa4bdb7,copilot-pr,94963a6be9bcfaef5b5b3a4bf713a3284aa4bdb7,2023-07-09 09:50:53+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,09be4f19c8192ad19e3eb9aa88a867d3c29b47ea,copilot-pr,09be4f19c8192ad19e3eb9aa88a867d3c29b47ea,2023-07-07 09:28:04+01:00,4,68,79,147
TypeScript,pancakeswap/pancake-frontend,31e874dbd15401f76fcaf45eb0e99a8f55fb74e8,copilot-pr,31e874dbd15401f76fcaf45eb0e99a8f55fb74e8,2023-07-07 15:56:08+08:00,2,3,3,6
TypeScript,pancakeswap/pancake-frontend,5706947596b3c2ad7818b56351a2ed0e049b1f8d,copilot-pr,5706947596b3c2ad7818b56351a2ed0e049b1f8d,2023-07-07 15:30:24+08:00,1,424,113,537
TypeScript,pancakeswap/pancake-frontend,d8fe08f9b4692f59b1aa9e11c8db617cb3eb4355,copilot-pr,d8fe08f9b4692f59b1aa9e11c8db617cb3eb4355,2023-07-07 03:59:50+02:00,3,32,36,68
TypeScript,pancakeswap/pancake-frontend,d1a3bbeb9a100d7c8d48b3e4d892f4267f55ede6,copilot-pr,d1a3bbeb9a100d7c8d48b3e4d892f4267f55ede6,2023-07-06 19:00:11+09:00,2,4,4,8
TypeScript,pancakeswap/pancake-frontend,7a279448b42561a35ebfcc3f559d19a3eeb42256,copilot-pr,7a279448b42561a35ebfcc3f559d19a3eeb42256,2023-07-06 17:43:03+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,88a64fea64b4bb1e71f14505a94d658893b61cc7,copilot-pr,88a64fea64b4bb1e71f14505a94d658893b61cc7,2023-07-06 11:13:48+08:00,2,344,149,493
TypeScript,pancakeswap/pancake-frontend,3b7ecd1e6c8019c395b88984cb613c15639c8a33,copilot,3b7ecd1e6c8019c395b88984cb613c15639c8a33,2023-07-06 10:06:26+08:00,4,2,39,41
TypeScript,pancakeswap/pancake-frontend,483bbc547fb03776e392f2049c97df4d505be2fe,copilot-pr,483bbc547fb03776e392f2049c97df4d505be2fe,2023-07-05 18:32:21+08:00,1,1,0,1
TypeScript,pancakeswap/pancake-frontend,6e3fbfd904ee3c6f996d2286d2e18c3df1a14482,copilot-pr,6e3fbfd904ee3c6f996d2286d2e18c3df1a14482,2023-07-05 17:01:33+08:00,1,8,8,16
TypeScript,pancakeswap/pancake-frontend,96a5d8efe3860c1a6b18d63f7c66e8d7c37c0414,copilot-pr,96a5d8efe3860c1a6b18d63f7c66e8d7c37c0414,2023-07-05 12:15:52+08:00,1,3,3,6
TypeScript,pancakeswap/pancake-frontend,69ad18f3e0f54c75f47c0fcfd682280017d10b01,copilot,69ad18f3e0f54c75f47c0fcfd682280017d10b01,2023-07-04 19:55:01+08:00,3,0,24,24
TypeScript,pancakeswap/pancake-frontend,5a206c348500b97fe3492a3aa6c3d6bcbd1b4a4b,copilot-pr,5a206c348500b97fe3492a3aa6c3d6bcbd1b4a4b,2023-07-04 17:52:32+08:00,4,23,39,62
TypeScript,pancakeswap/pancake-frontend,3221f24d34df14e1e47efd4e4407144ee60eaf24,copilot-pr,3221f24d34df14e1e47efd4e4407144ee60eaf24,2023-07-04 11:10:57+02:00,2,12,40,52
TypeScript,pancakeswap/pancake-frontend,2b58cd542eacb05b9890db64443b84794d99a2ae,copilot-pr,2b58cd542eacb05b9890db64443b84794d99a2ae,2023-07-04 17:01:52+08:00,1,57,74,131
TypeScript,pancakeswap/pancake-frontend,477ed49cd652aed42284dae0acf7d13ee9426554,copilot-pr,477ed49cd652aed42284dae0acf7d13ee9426554,2023-07-04 11:29:06+04:00,15,73,63,136
TypeScript,pancakeswap/pancake-frontend,db4c5c37993e5e639232511eda39c97516a09fe0,copilot-pr,db4c5c37993e5e639232511eda39c97516a09fe0,2023-07-04 15:17:16+08:00,1,3,15,18
TypeScript,pancakeswap/pancake-frontend,d1842ed715e867a8b03426532d1048f0dde5ca9a,copilot-pr,d1842ed715e867a8b03426532d1048f0dde5ca9a,2023-07-04 11:18:57+08:00,1,1,2,3
TypeScript,pancakeswap/pancake-frontend,e31475e6bf8f1bbc6c556ce19ddf755fd99fd22c,copilot-pr,e31475e6bf8f1bbc6c556ce19ddf755fd99fd22c,2023-07-03 12:33:15+02:00,8,20,26,46
TypeScript,pancakeswap/pancake-frontend,59716f4cd6d6ae1c9c6bd56def34db6755a2bac5,copilot-pr,59716f4cd6d6ae1c9c6bd56def34db6755a2bac5,2023-07-03 18:26:34+08:00,5,9,15,24
TypeScript,pancakeswap/pancake-frontend,ab334093add5f6acd8f86c8fe6660cfaed1f02eb,copilot-pr,ab334093add5f6acd8f86c8fe6660cfaed1f02eb,2023-07-03 11:38:42+02:00,3,15,7,22
TypeScript,pancakeswap/pancake-frontend,1837548fe8b23ef91f92922bcef5f88f07bf427a,copilot-pr,1837548fe8b23ef91f92922bcef5f88f07bf427a,2023-07-03 17:35:28+08:00,14,133,146,279
TypeScript,pancakeswap/pancake-frontend,ec0e12bac3ba3103dc386e80cf4721f7503b223e,copilot-pr,ec0e12bac3ba3103dc386e80cf4721f7503b223e,2023-07-03 13:17:38+04:00,1,1,3,4
TypeScript,pancakeswap/pancake-frontend,2d3ef21232ae1cf5dcc78ec056df83bf1d401365,copilot-pr,2d3ef21232ae1cf5dcc78ec056df83bf1d401365,2023-07-03 10:48:27+02:00,2,18,45,63
TypeScript,pancakeswap/pancake-frontend,2434115f9957f7ce08bdc95619d22c466783d462,copilot,2434115f9957f7ce08bdc95619d22c466783d462,2023-07-03 15:20:49+08:00,3,0,24,24
TypeScript,pancakeswap/pancake-frontend,17ceb5b3a355da4c5fcef12c0ad6a3548cb6221a,copilot,17ceb5b3a355da4c5fcef12c0ad6a3548cb6221a,2023-07-03 11:08:36+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,6053f7bf856bf6951df41d8eed8a0b78d137fcc1,copilot-pr,6053f7bf856bf6951df41d8eed8a0b78d137fcc1,2023-07-03 10:36:18+08:00,1,9,9,18
TypeScript,pancakeswap/pancake-frontend,b7d71bd545dea28d4c4ee11c9915817ec94e1a74,copilot-pr,b7d71bd545dea28d4c4ee11c9915817ec94e1a74,2023-07-01 03:27:52+02:00,2,3,8,11
TypeScript,pancakeswap/pancake-frontend,9c32f0c859c3080decce5b80c1fc5f9bc1ff4dee,copilot-pr,9c32f0c859c3080decce5b80c1fc5f9bc1ff4dee,2023-07-01 09:03:47+08:00,4,0,17,17
TypeScript,pancakeswap/pancake-frontend,6f0c40cded3478e53168bca035e6edf2ad28d8ea,copilot-pr,6f0c40cded3478e53168bca035e6edf2ad28d8ea,2023-06-30 15:50:01+08:00,1,1,3,4
TypeScript,pancakeswap/pancake-frontend,04b08dc0805c3a448ad8999ee4feb6f4b09767f3,copilot-pr,04b08dc0805c3a448ad8999ee4feb6f4b09767f3,2023-06-30 15:33:56+08:00,5,16,43,59
TypeScript,pancakeswap/pancake-frontend,fe26bbf9f9bf487664d098b0dc217ae2aab0dc27,copilot-pr,fe26bbf9f9bf487664d098b0dc217ae2aab0dc27,2023-06-30 14:29:50+08:00,3,2,16,18
TypeScript,pancakeswap/pancake-frontend,5d7f7670470784235cca04ad0b7b23ad8f84704f,copilot-pr,5d7f7670470784235cca04ad0b7b23ad8f84704f,2023-06-29 22:56:17+08:00,14,1,432,433
TypeScript,pancakeswap/pancake-frontend,1634d848ddf0da7e9a94228b3dceba845bd7bfa8,copilot-pr,1634d848ddf0da7e9a94228b3dceba845bd7bfa8,2023-06-29 22:33:53+08:00,23,57,155,212
TypeScript,pancakeswap/pancake-frontend,3d1e5e3174e0ae58c8bf3bfbdffa997ac3ca8376,copilot-pr,3d1e5e3174e0ae58c8bf3bfbdffa997ac3ca8376,2023-06-29 16:31:17+08:00,1,9,0,9
TypeScript,pancakeswap/pancake-frontend,0e9c12910b310ef0daf8c459293de7d2dd3fa976,copilot-pr,0e9c12910b310ef0daf8c459293de7d2dd3fa976,2023-06-29 10:31:03+02:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,094c5acb28074d25ad09523c13e589b557113388,copilot-pr,094c5acb28074d25ad09523c13e589b557113388,2023-06-29 16:15:13+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,a9dc07e4bafcd507011717fabec7614f202e54f1,copilot-pr,a9dc07e4bafcd507011717fabec7614f202e54f1,2023-06-29 12:07:58+08:00,2,10,11,21
